,type,speaker,content,side,icon,condition,condition_setting
369,chat,เหนือ,เอาไปเถอะ ฉันเอาชนะคนด้วยมือเปล่านะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
370,chat,เหนือ,อีกอย่างเมื่อกี่นะไม่เลวเลย เห็นชัด ๆ ว่าคุณยิงเเม่นมาก,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
371,chat,คุณ,คือความจริง..,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
372,chat,เหนือ,นายอยู่นานเกินไปเเล้ว รีบไปตอนที่ยังไม่มีคนตามนายเถอะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
373,จบตอน,,,,,delay,0
374,info,,ตอนนี้คุณยืนอยู่กลางตลาดที่มีผู้คนเดินไปมา หลายคนมองคุณอย่างประหลาดใจ ทั้งการแต่งกาย ทรงผมของคุณ แตกต่างจากคนที่นี่มาก,,,pressed,
375,chat,คุณ,ยุคสมัยเปลี่ยนสินะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
376,info,,คุณรีบหนีสายตาคนหมู่มาก เข้าไปในวัดเชียงมั่น วิ่งขึ้นไปบนอุโบสถหวังหาที่หลบ ด้วยความรีบคุณเลยไปชนกับบางสิ่งเข้า,,,delay,
377,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200129_124933.jpg,,,pressed,
378,chat,คุณ,โอย! เจ็บ ๆ ๆ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
379,chat,คุณ,นี่คืออะไรกัน รูปร่างเหมือนแผ่นหินสี่เหลี่ยมมียอดแหลมคล้ายใบเสมา,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
380,chat,คุณ,ดูแล้วน่าจะทำจากหินทรายสีเเดง ถึงได้เจ็บเเบบนี้,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
381,info,,คุณเดินเข้าไปดูใกล้ ๆ,,,pressed,
382,chat,คุณ,ส่วนบนมีบางหลักบอกดวงชะตาบอกวัน เวลา นาที เดือน ปีที่สร้าง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
383,info,,คุณหยิบเครื่องทรงกลมออกจากกระเป๋ากางเกง ทันทีที่คุณเเบมือลูกกลม ๆ ก็ลอยขึ้นไปกลางอากาศพร้อมเเสงที่ส่องออกมาพาดบนเเผ่นศิรา,,,delay,
384,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/3%20-%20%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B9%81%E0%B8%81%E0%B8%99.jpg,,,delay,
385,chat,เครื่อง EG,จำนวน 2 ด้าน รวม 70 บรรทัด ด้านที่ 1 มี 34 บรรทัด ด้านที่ 2 มี 36 บรรทัด ขนาดจารึกกว้าง 59 ซม. สูง 154 ซม. หนา 21 ซม.,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_010815.png,delay,
386,chat,เครื่อง EG,เนื้อหาในจารึกเเบบสรุป พูดถึงประวัติการสร้างวัดเชียงมั่น ตั้งแต่ พ.ศ. ๑๘๓๙ จนถึง พ.ศ. ๒๑๒๔ พูดคือ เมื่อ พ.ศ. ๑๘๓๙ พระญามังราย พระญางำเมือง และพระญาร่วงร่วมกันตั้งหอนอน ณ ราชมณเทียร ขุดคู ก่อกำแพงสามชั้น ทั้ง ๔ ด้านและก่อพระเจดีย์ที่บ้านเชียงมั่น แล้วสร้างเป็นวัด ให้ชื่อว่าวัดเชียงมั่น,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_010815.png,delay,
387,chat,เครื่อง EG,จนปี พ.ศ. ๒๐๑๔ พระเจ้าติโลกราช ทรงก่อพระเจดีย์ด้วยหินแลง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_010815.png,delay,
388,chat,เครื่อง EG,พ.ศ. ๒๑๐๑ สมเด็จพระมหาธรรมิกราชาธิราชเจ้าทรงพระราชทานอ่างอาบเงิน และ พ.ศ. ๒๑๑๔ ได้ก่อเจดีย์คร่อมเจดีย์เดิมอีกครั้งหนึ่งมีการสร้างแปลงก่อเจดีย์วิหารอุโบสถ สร้างธรรมเสนาสนะ กำแพง ประตูจนกระทั่งถึงปี พ.ศ. ๒๑๒๔ ได้มีการรวบรวมเงิน ที่ดิน และข้าพระจำนวนมากอุทิศแก่อารามแห่งนี้ ปัจจุบันอยู่ที่ วัดเชียงมั่น ตำบลศรีภูมิ อำเภอเมือง จังหวัดเชียงใหม่,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_010815.png,delay,0
389,info,,พูดจบเครื่องก็ตกลงบนมือคุณ,,,pressed,
390,chat,คุณ,เป็นจารึกที่เกี่ยวกับการสร้างวัดเชียงมั่น กับการสร้างเมืองเชียงใหม่สินะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
391,chat,คุณ,"เเต่ที่น่าสนใจคือ ผู้ที่สร้างเมืองมีถึงสามคน ปกติเเล้วกษัตริย์มีคนเดียวคือผู้ให้เมืองกับประชาชนเเละขุนนางอยู่ดูเเล เเต่นี้กลับเป็นสามกษัตริย์ จากหลายเมือง ""พระญางำเมือง"" กษัตริย์เมืองพะเยา ""พระญาร่วง"" กษัตริย์เมืองสุโขทัย เเละ""พระญามังราย"" กษัตริย์...กษัตริย์",right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
392,chat,คุณ,กษัตริย์จากที่ไหนมันพูดยากเเหะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
393,chat,คุณ,พระองค์เป็นโอรสของลาวเมง กษัตริย์แห่งหิรัญนครเงินยางเชียงราว กับนางเทพคำขยาย พระราชธิดาของท้าวรุ่งแก่นชาย กษัตริย์แห่งเมืองเชียงรุ่งสิบสองพันนา,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
394,chat,คุณ,เมื่อเสวยราชย์ สืบต่อจากบิดาใน พ.ศ. 1804 พระญามังรายตั้งใจที่จะสร้างอาณาจักรใหม่ จึงรวบรวมหัวเมืองต่าง ๆ ที่ยังเป็นอิสระอยู่ให้เป็นหนึ่งอันเดียวกัน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
395,chat,คุณ,เริ่มจากหัวเมืองฝ่ายเหนือก่อน แล้วขยายมาฝ่ายใต้,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
396,chat,คุณ,ในช่วงนั้น ได้สร้างเมืองเชียงรายเป็นเมืองหลวงใหม่ เมื่อ พ.ศ. 1805 ต่อมาก็สร้างเมืองฝางเมื่อ พ.ศ. 1816,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
397,chat,คุณ,เเละตามมาด้วยเมืองชะแว่ ทางตะวันออกเฉียงเหนือของลำพูน เมื่อ พ.ศ.1826,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
398,chat,คุณ,เมืองนี้เกิดขึ้นหลังจากที่พระญามังรายตีเมืองหริภุญไชยได้,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
399,chat,คุณ,ตามตํานานพื้นเมืองเชียงใหม่ ระบุว่าหริภุญไชย (ลำพูน) ถูกพระญามังรายยึดครองในปี พ.ศ.1824 พระองค์ประทับอยู่ที่ลำพูนเพียง 2 ปี ก็ลั่นประโยคว่า “หริปุญไจยเป็นเมืองเจ้า กูอยู่บ่ได้”,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
400,chat,คุณ,นี่หมายถึงเมืองลำพูนเต็มไปด้วยวัดวาอาราม หรือเต็มไปด้วยพระด้วยเจ้า คนอย่างพระญามังราย ที่ยังไม่ได้เลื่อมใสในพระพุทธศาสนาอย่างแรงกล้ามาก่อน ย่อมรู้สึกอึดอัดที่มองไปทิศทางไหนก็เห็นแต่พระธาตุเสด็จทั่วเมืองลำพูน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
401,chat,คุณ,เมื่อประกาศออกมาดังนั้นแล้ว พระญามังรายได้ยกเมืองลำพูนให้อ้ายฟ้า ขุนนางชาวลัวะผู้เป็นจารบุรุษ ช่วยสร้างความแตกแยกให้แก่เมืองหริภุญไชย จนพระญาญี่บาต้องพ่ายแพ้แก่มังราย ขึ้นนั่งครองแทน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
402,chat,คุณ,ไม่ครอบครองเมือง ไม่ยกเมืองให้ลูกหลาน เเต่ยกเมืองให้ขุนนางคนสนิทเนี้ยนะ!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
403,chat,คุณ,ก็รู้ ๆ อยู่หรือกว่าอ้ายฟ้าคนนี้เป็นคนยุยงเก่ง เพราะเขาคนเดียวทำให้พระญาญีบาเสียชื่อเสียงได้ เเละเป็นเขาที่ทำให้พระญามังรายได้เมือง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
404,chat,คุณ,เราไม่รู้ว่าเบื่องหลังเป็นยังไง เเต่ที่เเน่ ๆ เมืองคงวุ่นวาย ใครมันจะไปยอมรับคนที่ทำให้บ้านเมืองตัวเองต้องเเตกหักมาปกครองเมืองกันละ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
405,chat,คุณ,จากนั้นพระญามังรายได้ย้ายไปสร้างเมืองขึ้นใหม่แห่งหนึ่ง ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือของหริภุญไชย คือน่าจะอยู่ฟากตะวันออกของแม่น้ำกวง แม่แจว-เมืองแซว่,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
406,chat,คุณ,เอกสารแต่ละเล่มเรียกชื่อเมืองนี้แตกต่างกัน เช่น ตำนานพื้นเมืองเชียงใหม่ กล่าวว่า,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
407,chat,คุณ,จุลศักราช 645 ตรงกับพุทธศักราช 1826 เป็นปีที่พระญามังรายเริ่มสร้างเมืองใหม่ โดยขุดแม่น้ำผ่าหมู่บ้าน เรียกเมืองหรือแม่น้ำนั้นว่า “แม่แจว” พระญามังรายอยู่ที่เมืองใหม่นี้แค่เพียง 3 ปีก็เกิดน้ำท่วมต้องย้ายไปสร้างเมืองใหม่ในปี 1829 คือเวียงกุมกาม,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
408,chat,คุณ,ตำนานสิบห้าราชวงศ์ ฉบับสอบชำระโดย อาจารย์สมหมาย เปรมจิตต์ กล่าวถึงเหตุการณ์ช่วงนี้ว่า,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
409,chat,คุณ,“ศักราช 645 ตัว… พระญามังรายหื้อขุดแม่น้ำผ่าบ้าน หื้อเป็นที่ตกท่าแห่งคนทั้งหลาย ลวดเรียกว่า “แซว่” หั้นแล มีภายหนอีสานแห่งเมืองละพูน อยู่ที่นั้นได้ 1 ปี น้ำท่วมเมืองกลางวัสสา ช้างม้างัวควายหาที่อยู่บ่ได้ ลวดเรียกว่าเชียงเรือต่อเท่าบัดนี้แล”,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
410,chat,คุณ,ตำนานสิบห้าราชวงศ์ ระบุศักราชเริ่มสร้างเมืองใหม่ของพระญามังรายตรงกันกับตำนานพื้นเมืองเชียงใหม่ แต่บอกว่าพระญามังรายประทับที่นั่นเพียงปีเดียว ไม่ใช่ 3 ปี,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
411,chat,คุณ,ในขณะที่ ตำนานมูลศาสนา ที่เป็นเอกสารที่มีอายุเก่าแก่มากที่สุดในสามเล่มที่พูดมา (รจนาราวปี 1980) ได้พรรณนาประวัติศาสตร์หน้านี้ของพระญามังรายว่า,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
412,chat,คุณ,“ดูกรอ้ายฟ้า เมืองหริภุญไชยนี้เป็นเมืองมหาธาตุเจ้า กูอยู่มิได้แล กูจักออกไปอยู่ที่ทับทานแซ่โพ้น มึงจงอยู่เป็นใหญ่ในเมืองหริภุญไชยนี้เถิด”,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
413,chat,คุณ,ทับทานแซ่โพ้น “แซ่” ที่เขียนคล้าย “แซว่” อีกครั้ง อนึ่ง คำว่า “แม่แจว” ไม่ได้อ่านเหมือนคำว่าแจวเรือ แต่ภาษาล้านนาออกเสียงเป็น จะแหว้ เช่นเดียวกับคำว่า “แซว่” หรือ “แซ่” ก็ออกเสียงเป็น ชะแว่ หรือชะแหว้ ใช่มัย??,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
414,chat,คุณ,เขียนยังไรก็ช่าง แต่ทั้งหมดนั้นมีความหมายว่า เมืองเปียกน้ำ หรือเมืองที่น้ำท่วม,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
415,chat,คุณ,คนพื้นเมืองนิยมออกเสียงเป็นเมืองชะแว่ บ้างเรียก “แช่เชียงกุม” อ่าน “แจ้เจียงกุ๋ม” นี่เป็นเรื่องของภาษาเเต่ละที่ คนโบราณนี้มีอะไรให้ทำเยอะดีนะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
416,chat,คุณ,ซึ่งก็ตรงตามจริงกับสภาพทางภูมิศาสตร์ของเมืองลำพูนฟากตะวันออกของแม่น้ำกวง มีลักษณะทางกายภาพเป็นพื้นที่ลุ่มต่ำน้ำท่วมง่ายกว่าฝั่งตะวันตกซึ่งเป็นที่ดอน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
417,chat,คุณ,ส่วนเรื่องที่ว่าเมืองชะแว่อยู่ที่ไหนในปัจจุบัน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
418,chat,คุณ,มีข้อมูลเพียงน้อยนิดที่มีการระบุถึงชื่อเมืองชะแว่ ว่าเป็นเมืองที่พระญามังรายสร้างและประทับชั่วคราวได้เพียงไม่กี่ปี (1-3 ปีเท่านั้น) จากนั้นจำต้องย้ายไปสร้างเมืองใหม่คือ เวียงกุมกาม แต่สุดท้ายน้ำก็ท่วมเมืองนี้ซ้ำอีก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
419,chat,คุณ,ไม่มีรายละเอียดว่าเมืองชะแว่จะมีขนาดใหญ่-เล็กแค่ไหน มีวัดวาอารามกี่แห่ง สันฐานผังเมืองเป็นรูปทรงอย่างไร,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
420,info,,มีภารกิจส่งมาจากหน่วย TS,,,delay,0
421,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_110629.jpg,,,delay,0
422,info,,ทางหน่วยได้ส่งข้อมูลไปให้คุณเป็นคิวอาร์ โค้ด เเต่วิธีที่คุณจะเปิดใช้ได้ ต้องไขรหัสลับในคลิปปริศนาก่อน โดนรหัสรับนั้นต้องตอบเป็นตัวเลข เเละอยู่ในคลิปที่ความยาวไม่เกินหนึ่งนาที ขอให้คุณโชคดี,,,delay,0
423,info,,"เพื่อความปลอดภัยของข้อมูล เราจะใบ้รหัสให้ว่า ""วิหารของวัดเชียงมั่นมีกี่ที่?"" (วิธีการตอบ) ตอบเป็นตัวเลขเท่านั้น",,,answered,2
424,info,,หวังว่าข้อมูลในคลิปทั้งหมดจะช่วยให้คุณทำภารกิจให้ลุล่วง เเละทันเวลา,,,delay,0
425,chat,คุณ,น้ำท่วมแล้วท่วมอีก หรือว่าพระญามังรายไม่ถนัดการวางแผนสร้างเมืองในที่ลุ่มดีพอ เพราะเป็นคนที่มีพื้นเพดั้งเดิมจากเมืองแถบภูเขา?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
426,chat,คุณ,ต่อมาก็สร้างเวียงกุมกาม เเต่ก็น้ำท่วมอีก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
427,chat,คุณ,เเล้วที่สุดท้ายจังหวัดเชียงใหม่ เมื่อ พ.ศ. 1829,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
428,chat,คุณ,พระญามังรายก็ทรงชื่อว่าเป็นปฐมกษัตริย์แห่งราชวงศ์และอาณาจักรทั้งสองด้วย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
429,chat,คุณ,อันนี้ละว่าบอกอยากอะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
430,chat,คุณ,เเต่อย่างน้อยก็ทำให้เรารู้ว่า ก่อนที่พระญามังรายจะสามารถสร้างเมืองเชียงใหม่อย่างยิ่งใหญ่อลังการได้ ต้องผ่านการลองถูกลองผิดในการสร้างเมืองในเขตที่ราบลุ่มริมแม่น้ำมาแล้วถึงสองเมือง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
431,chat,คุณ,เมืองชะแว่ที่ถูกลืม อยากเห็นจัง ว่าศิลปสถาปัตยกรรมในเมืองชะเเว่ พระญามังรายหยิบยืมรูปแบบศิลปะของหริภุญไชยมาใช้มากเท่าไร เพราะยุคนั้นพระองค์ยังไม่สามารถรังสรรค์รูปแบบศิลปะล้านนาขึ้นมาใหม่ได้เลยแม้แต่น้อย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
432,chat,คุณ,น่าจะลาออกจากหน่วยเเล้วไปเป็นนักประวัติศาสตร์เนอะ ฮ่า ๆ ๆ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
433,chat,คุณ,กลับมา เราก็เห็นๆ อยู่ว่ากษัตริย์ทั้งสามพระองค์ที่ช่วยกันสร้างเมืองเชียงใหม่ต่างมีสิทธิที่จะครองเมือง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
434,chat,คุณ,เเต่คนที่ปกครองเมืองเชียงใหม่กลับมีเเค่พระญามังรายคนเดียว,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
435,chat,คุณ,งั้นสรุปว่าพวกท่านเป็นเพื่อนรักกันจริง ๆ รึป่าว??,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
436,chat,คุณ,พระญามังรายเป็นเพื่อนกับพระญางำเมือง กษัตริย์เเ่ห่งพะเยา และพระญาร่วงกษัตริย์เเห่งสุโขทัย ทั้งสามเป็นศิษย์สำนักเดียวกันที่เมืองละโว้ ทั้งสามยังเป็นเพื่อนร่วมสาบานกันด้วย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
437,chat,คุณ,พ.ศ. 1819 พระญามังรายทรงยกทัพไปตีเอาเมืองพะเยา แต่เมื่อไปถึง พระญามังรายกับพระญางำเมืองกลับเป็นไมตรีต่อกัน ทำให้ข้อขัดแย้งสิ้นสุดลง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
438,chat,คุณ,บทมันจะง่ายก็ง่ายเลยเนอะ ถ้าพวกเขาสองคนสู้กันใครจะชนะนะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
439,chat,คุณ,หลังจากนั้นไม่นาน พระญาร่วงกับมเหสีของพระญางำเมืองเป็นชู้กัน พระญางำเมืองเชิญพระญามังรายมาตัดสิน ทำให้พระญางำเมืองกับพ่อขุนรามคำแหงกลับเป็นมิตรกันดังเดิม,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
440,chat,คุณ,...,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
441,chat,คุณ,ตอนที่พระญามังรายจะสร้างล้านนาที่เมืองเชียงใหม่ ก็ปรึกษากับสหายทั้งสอง พระญาร่วงแนะนำว่า ควรลดขนาดเมืองลงครึ่งหนึ่งจากเดิมวางผังให้ยาวด้านละสองพันวา เพราะเมื่อเกิดศึกสงครามในอนาคต ผู้คนที่ไม่มากพอจะไม่อาจปกปักรักษาบ้านเมืองที่กว้างขวางถึงเพียงนั้นได้ พระญามังรายก็เห็นชอบด้วย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
442,chat,คุณ,มิตรภาพระหว่างกษัตริย์ทั้งสามพระองค์ ทำให้แต่ละพระองค์สามารถขยายดินแดนไปได้อย่างไม่ต้องทรงพะวงหน้าพะวงหลัง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
443,info,,อยู่ ดี ๆ รอบตัวคุณก็มีลมหนาว,,,pressed,
444,chat,คุณ,นี่เราพูดมากจนอากาศเเปรปรวนเลยหรือ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
445,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/3%20-%20%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%9E%E0%B8%B7%E0%B9%89%E0%B8%99%E0%B9%81%E0%B8%95%E0%B8%81.jpg,,,delay,0
446,info,,เเก็ก! พื้นที่คุณอยู่มีเเสงระเบิดออกมาไม่หยุด คุณเด่งมานั่งอยู่ที่พื้น แสงพุ่งขึ้นไปบนฟ้า,,,pressed,
447,chat,คุณ,เห้ย! มันทะลุหลังคาถ้ายังเป็นเเบบนี้ต่อไปคนต้องเเห่กันมาที่นี่เเน่,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
448,info,,คุณมองซ้ายมองขวา เห็นเพราะศิราอยู่ในกระเป๋า คุณเอื่อมมือไปหยิบกระเป๋ามา,,,pressed,
449,chat,คุณ,ขนาดพอ ๆ กันละ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
450,info,,คุณยกพระศิราขึ้นสูง ๆ เเล้ววางปิดรูเเสงได้ คุณหายใจหอบ เเล้วคุกเข่าว่ายพระ,,,pressed,
451,chat,คุณ,ขอบคุณสิ่งศักดิ์สิทธิ์ที่คุ้มครอง ขอให้ลูกจับโจรได้เร็วด้วยเถอะ ลูกจะได้กลับบ้านสักที,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
452,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200129_124719.jpg,,,delay,0
453,info,,เมื่อคุณลุกขึ้นมา ก็เห็นศิราจารึกโปร่งเเสง มันทำให้คุณต้องจ้องมองพระศิรา,,,pressed,
454,chat,คุณ,ขอบคุณครับ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
455,info,,ด้วยความไม่เเน่ใจผสมกลัว ทำให้คุณเอามือผ่านศิราจารึก มือคุณไม่ทะลุเหมือนข้างในนั้นจะมีทางไปที่อื่นอยู่ วินาทีนั้นก็มีบางอย่างผลักคุณจากด้านหลังให้เข้าไปด้านใน,,,pressed,
456,chat,คุณ,อ้ายยย!!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
457,chat,คุณ,ใครผลักนะ ปัดเสื้อปัดผ้า ดูเหมือนบางอย่างที่นั้นอยากให้เรากลับบ้านจริง ๆ ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
458,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/3%20-%20%E0%B8%A5%E0%B8%B2%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AB%E0%B8%B2%E0%B8%A3.jpg,,,delay,
459,chat,ทหารยาม,ใครอยู่ตรงนั้น!,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_005526.png,delay,0
460,info,,คุณรีบเดินเลาะตามกำเเพงไปหลบที่อาคารหนึ่ง เห็นเด็กผู้ชายใส่เเว่นหน้าตาคุ้นเคย,,,pressed,
461,chat,คุณ,นี่คือนักวิทย์ตอนเด็กงั้นหรือ??,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
462,info,,ภาพที่คุณเห็นคือ นักวิทย์ตัวน้อยโดนทหารรัฐบาลจับไว้ เขาร้องไห้ สายตาเขามองเพียงพ่อกับเเม่ที่โดนจับเเยกคุกเข่า เเละมีทหารหน่วยพิเศษยืนระหว่าง,,,pressed,
463,chat,คุณ,ทหารหน่วยพิเศษ เราอยู่ในสงครามกบฏเมื่อ14ปีที่เเล้ว,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
464,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/4%20-%20%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B9%84%E0%B8%81%E0%B8%9B%E0%B8%B7%E0%B8%99.jpg,,,delay,0
465,info,,เด็กชายโวยวายร้องห้าย ไม่นานก็มีเสียงปืนสองนัดดังขึ้น ปั่ง ๆ เด็กชายนั่งคุกเข่าอยู่หน้าหลุมศพสองศพท้ามกลางสายฝน,,,delay,0
466,info,,เด็กชายนั่งคุกเข่าอยู่หน้าหลุมศพสองศพ,,,pressed,
467,chat,คุณ,คนที่มีความเกี่ยวข้องกับกบฏไม่สามารถทำงานราชการได้ หรือเขาปลอมเเปลงประวัติส่วนตัว!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
468,chat,คุณ,เรากลับมาที่บ้านเเล้วหรือเนี้ย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
469,info,,เมื่อคุณมองไปที่ถนน ก็เห็นนักวิทย์อยู่กลางเมือง,,,delay,
470,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/3%20-%20%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A1%E0%B8%B5%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99.jpg,,,pressed,
471,chat,คุณ,เขาตอนทำงานเเล้ว มีเพื่อนฝูง มีสาว ๆ เดินตาม,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
472,chat,คุณ,จะว่าไปเขาก็ดูมีความสุขเหมือนคนปกตินี่ หรืออาจดีกว่าด้วยซ้ำ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
